unique_ID,SMILES,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,solvent
perrin2983,C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)O,"InChI=1S/C12H24N4O4/c1-7(14)10(17)16-9(5-3-4-6-13)11(18)15-8(2)12(19)20/h7-9H,3-6,13-14H2,1-2H3,(H,15,18)(H,16,17)(H,19,20)/t7-,8-,9-/m0/s1",pKaH1,8.23,25,"I=2 (KBr), ""mixed"" constant",E3bg,Uncertain,G60,,,"alanine, alanyllysyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin1846,OCCCNc1nc(NCCCO)nc(NCCCO)n1,"InChI=1S/C12H24N6O3/c19-7-1-4-13-10-16-11(14-5-2-8-20)18-12(17-10)15-6-3-9-21/h19-21H,1-9H2,(H3,13,14,15,16,17,18)",pKaH1,5.48,25,C=0.07,E3bg,Approximate,D38,,,"1,3,5-Triazine, 2,4,6-tris(3-hydroxy)propylamino-",['manual_no_smiles'],1,,perrin,,AH,,
perrin1841,COC(Nc1nc(NC(OC)OC)nc(NC(OC)OC)n1)OC,"InChI=1S/C12H24N6O6/c1-19-10(20-2)16-7-13-8(17-11(21-3)22-4)15-9(14-7)18-12(23-5)24-6/h10-12H,1-6H3,(H3,13,14,15,16,17,18)",pKaH1,2.2,25,C=0.003,O5,Uncertain,D35,,,"1,3,5-Triazine, 2,4,6-trisdi(methoxy)methylamino-","['chemaxon_name1', 'manual_only_one']",2,,perrin,,AH,,
perrin3028,CCC(N)CCCCCCCCC(=O)O,"InChI=1S/C12H25NO2/c1-2-11(13)9-7-5-3-4-6-8-10-12(14)15/h11H,2-10,13H2,1H3,(H,14,15)",pKaH1,4.648,25,"C=0.005 to 0.006, I=0.005 to 0.2","E3ah, D3, R4",Reliable,N19,,,10-Amino-n-dodecanoic acid,"['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin325,CCCCCCCCCCCCN,"InChI=1S/C12H27N/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-13H2,1H3",pKaH1,10.63,25,"C=0.0008 to 0.01, extrapolation from water, ethanol mixtures",C2,Approximate,H52,,,"dodecane, 1-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin303,CCCCCCNCCCCCC,"InChI=1S/C12H27N/c1-3-5-7-9-11-13-12-10-8-6-4-2/h13H,3-12H2,1-2H3",pKaH1,11.01,25,"C=0.0008 to 0.03, extrapolation from water, ethanol mixtures",C2,Approximate,H52,,,"hexane, 1-hexylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin256,CCCCN(CCCC)CCCC,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",pKaH1,9.93,25,"I=0.001, extrapolation from water, ethanol mixtures",E3ah,Uncertain,H16,,,"butane, 1-dibutylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4194,CCCCCCN(CCO)CC(O)CC,"InChI=1S/C12H27NO2/c1-3-5-6-7-8-13(9-10-14)11-12(15)4-2/h12,14-15H,3-11H2,1-2H3",pKaH1,9,25,I=0.06,E3bg,Uncertain,P18,,,"hexane, 1-(N-2-hydroxybutyl-N-2-hydroxyethyl)amino-",['manual_no_smiles'],1,,perrin_supp,,AH,,
perrin_supp4184,CCCCCN(CC(C)O)CC(O)CC,"InChI=1S/C12H27NO2/c1-4-6-7-8-13(9-11(3)14)10-12(15)5-2/h11-12,14-15H,4-10H2,1-3H3",pKaH1,9.1,25,I=0.06,E3bg,Uncertain,P18,,,"pentane, 1-(N-2-hydroxybutyl-N-2-hydroxypropyl)amino-",['manual_no_smiles'],1,,perrin_supp,,AH,,
perrin_supp4152,CCC(O)CN(CC(O)CC)C(C)(C)C,"InChI=1S/C12H27NO2/c1-6-10(14)8-13(12(3,4)5)9-11(15)7-2/h10-11,14-15H,6-9H2,1-5H3",pKaH1,9.6,25,I=0.06,E3bg,Uncertain,P18,,,"butane, 1-(N-t-butyl-2-hydroxybutyl)amino-2-hydroxy-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin_supp4144,CCC(CNCCN)(CNCCN)CNCCN,"InChI=1S/C12H32N6/c1-2-12(9-16-6-3-13,10-17-7-4-14)11-18-8-5-15/h16-18H,2-11,13-15H2,1H3",pKaH1,10.39,25,"C=0.001M, I=0.1(NaClO4) , uncertainty because of overlapping pK values",E3bg,Uncertain,G31,,,"butane, 1-(2-aminoethyl)amino-2,2-bis(2-aminoethyl)aminomethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp7425,O=[N+]([O-])c1cc2cccnc2c2ncccc12,InChI=1S/C12H7N3O2/c16-15(17)10-7-8-3-1-5-13-11(8)12-9(10)4-2-6-14-12/h1-7H,pKaH1,3.33,25,"I=0.1(KCl), concentration constant",O5,Approximate,B12,,,"1,10-Phenanthroline, 5-nitro-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin668,O=[N+]([O-])c1ccc(/N=N/c2ccccc2)cc1,InChI=1S/C12H9N3O2/c16-15(17)12-8-6-11(7-9-12)14-13-10-4-2-1-3-5-10/h1-9H/b14-13+,pKaH1,-3.47,25,Taking pK of 4-nitroaniline=0.99,O6,Uncertain,H19,," For pKs of azobenzene and derivatives containing one or more of the following groups-acetyl, bromo, cyano, ethoxy, hydroxy, methoxy, methyl, nitro-in 20% ethanol see refs. J4 and Y5","azobenzene, 4-nitro-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,25+3,
perrin_supp7458,C1=Nc2ccc3c4c(ccc(c24)N1)CC3,"InChI=1S/C13H10N2/c1-2-9-4-6-11-13-10(14-7-15-11)5-3-8(1)12(9)13/h3-7H,1-2H2,(H,14,15)",pKaH1,6.12,25,"In 10% aq. ethanol, C=0.01M",E,Uncertain,P45,,,Aceperimidine,"['pubchem_name1', 'manual_only_one']",2,,perrin_supp,,AH,25+1,aq. ethanol
perrin_supp7399,Nc1nc2ccccc2c2ccccc12,"InChI=1S/C13H10N2/c14-13-11-7-2-1-5-9(11)10-6-3-4-8-12(10)15-13/h1-8H,(H2,14,15)",pKaH1,7.23,25,"I=0.01, ""mixed"" constant",O5,Approximate,K18,,,"phenanthridine, 6-amino-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin_supp4868,O=[N+]([O-])c1cccc(CNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,"InChI=1S/C13H10N4O6/c18-15(19)10-3-1-2-9(6-10)8-14-12-5-4-11(16(20)21)7-13(12)17(22)23/h1-7,14H,8H2",pKaH1,-6.05,25,In aq. H2SO4 solutions,O6,Uncertain,F8,,,"benzylamine, N-(2,4-dinitrophenyl)-3-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,H2SO4
perrin_supp4869,O=[N+]([O-])c1ccc(CNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,"InChI=1S/C13H10N4O6/c18-15(19)10-3-1-9(2-4-10)8-14-12-6-5-11(16(20)21)7-13(12)17(22)23/h1-7,14H,8H2",pKaH1,-6.23,25,In aq. H2SO4 solutions,O6,Uncertain,F8,,,"benzylamine, N-(2,4-dinitrophenyl)-4-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,H2SO4
perrin836,Nc1ccc2c(c1)Cc1ccccc1-2,"InChI=1S/C13H11N/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8H,7,14H2",pKaH1,4.64,25,No other details,O5,Uncertain,G44,,,"fluorene, 2-amino-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,
perrin837,Nc1ccc2c(c1)-c1ccccc1C2,"InChI=1S/C13H11N/c14-11-6-5-10-7-9-3-1-2-4-12(9)13(10)8-11/h1-6,8H,7,14H2",pKaH1,4.82,25,No other details,O5,Uncertain,G44,,,"fluorene, 3-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin838,Nc1cccc2c1-c1ccccc1C2,"InChI=1S/C13H11N/c14-12-7-3-5-10-8-9-4-1-2-6-11(9)13(10)12/h1-7H,8,14H2",pKaH1,3.39,25,No other details,O5,Uncertain,G44,,,"fluorene, 4-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin835,Nc1cccc2c1Cc1ccccc1-2,"InChI=1S/C13H11N/c14-13-7-3-6-11-10-5-2-1-4-9(10)8-12(11)13/h1-7H,8,14H2",pKaH1,3.87,25,No other details,O5,Uncertain,G44,,,"fluorene, 1-amino-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,
perrin_supp4861,O=[N+]([O-])c1ccc(NCc2ccccc2)c([N+](=O)[O-])c1,"InChI=1S/C13H11N3O4/c17-15(18)11-6-7-12(13(8-11)16(19)20)14-9-10-4-2-1-3-5-10/h1-8,14H,9H2",pKaH1,-4.9,25,In aq. H2SO4 solutions,O6,Uncertain,F8,,,"benzylamine, N-(2,4-dinitrophenyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,H2SO4
perrin842,Nc1ccc2c(c1)Cc1cc(O)ccc1-2,"InChI=1S/C13H11NO/c14-10-1-3-12-8(6-10)5-9-7-11(15)2-4-13(9)12/h1-4,6-7,15H,5,14H2",pKaH1,4.88,25,No other details,O5,Uncertain,G44,," For pKs of aminofluorenes, their acetamido- amino-, bromo-, chloro-, fluoro-, hydroxy-, iodo, methoxy-, N-methyl-, N,N-dimethyl-, and nitro-derivatives, and aminofluorenones, in 70% ethanol, see ref. G44","fluorene, 2-amino-7-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin841,Nc1ccc2c(c1)Cc1ccc(O)cc1-2,"InChI=1S/C13H11NO/c14-10-2-4-12-9(6-10)5-8-1-3-11(15)7-13(8)12/h1-4,6-7,15H,5,14H2",pKaH1,4.63,25,No other details,O5,Uncertain,G44,,,"fluorene, 2-amino-6-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin840,Nc1ccc2c(c1)Cc1cccc(O)c1-2,"InChI=1S/C13H11NO/c14-10-4-5-11-9(7-10)6-8-2-1-3-12(15)13(8)11/h1-5,7,15H,6,14H2",pKaH1,4.73,25,No other details,O5,Uncertain,G44,,,"fluorene, 2-amino-5-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin839,Nc1ccc2c(c1O)Cc1ccccc1-2,"InChI=1S/C13H11NO/c14-12-6-5-10-9-4-2-1-3-8(9)7-11(10)13(12)15/h1-6,15H,7,14H2",pKaH1,4.82,25,No other details,O5,Uncertain,G44,,,"fluorene, 2-amino-1-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin411,Nc1ccc(C(=O)c2ccccc2)cc1,"InChI=1S/C13H11NO/c14-12-8-6-11(7-9-12)13(15)10-4-2-1-3-5-10/h1-9H,14H2",pKaH1,2.17,25,"(c), I=0.002 to 0.026","O6, R4",Reliable,S4,,,"aniline, 4-benzoyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
serjeant5830,O=C(O)c1ccccc1Nc1ccccc1,"InChI=1S/C13H11NO2/c15-13(16)11-8-4-5-9-12(11)14-10-6-2-1-3-7-10/h1-9,14H,(H,15,16)",pKaH1,-1.28,25,Estimated from solubility in 6-18M H2SO4,,Very uncertain,F46,,,"benzoic acid, 2-anilino-","['OPSIN_name1', 'chemaxon_name1', 'chemaxon_nickname1']",3,"Anthranilic acid, N-phenyl",serjeant,,AH,,H2SO4
perrin_supp7523,Nc1ccc(Oc2ccccc2)cc1C(=O)O,"InChI=1S/C13H11NO3/c14-12-7-6-10(8-11(12)13(15)16)17-9-4-2-1-3-5-9/h1-8H,14H2,(H,15,16)",pKaH1,2.34,25,"I=0.1,  C=5x10-4M, ""mixed"" constants",O5,Uncertain,L11,,,"2-Aminobenzoic acid, 5-phenoxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp7414,CCN1C=Nc2cccc3cccc1c23,"InChI=1S/C13H12N2/c1-2-15-9-14-11-7-3-5-10-6-4-8-12(15)13(10)11/h3-9H,2H2,1H3",pKaH1,5.93,25,"In 10% aq. ethanol, C=0.01M",E,Uncertain,P45,,,"perimidine, 1-ethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,25+1,aq. ethanol
perrin_supp7416,COCN1C=Nc2cccc3cccc1c23,"InChI=1S/C13H12N2O/c1-16-9-15-8-14-11-6-2-4-10-5-3-7-12(15)13(10)11/h2-8H,9H2,1H3",pKaH1,4.96,25,"In 10% aq. ethanol, C=0.01M",E,Uncertain,P45,,,"perimidine, 1-methoxymethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,25+1,aq. ethanol
perrin400,Nc1ccc(C(=O)c2ccc(N)cc2)cc1,"InChI=1S/C13H12N2O/c14-11-5-1-9(2-6-11)13(16)10-3-7-12(15)8-4-10/h1-8H,14-15H2",pKaH1,2.932,25,"In aq. HCl solutions, I=0.04 to 0.12 (K2)","O5, R4",Reliable,S5,,,"aniline, 4-(p-aminobenzoyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,HCl
perrin_supp4531,O=[N+]([O-])c1ccc(CNc2ccccc2)cc1,"InChI=1S/C13H12N2O2/c16-15(17)13-8-6-11(7-9-13)10-14-12-4-2-1-3-5-12/h1-9,14H,10H2",pKaH1,4.45,25,,,,L29,,,"aniline, 4-(p-nitro)benzyl-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin_supp4756,CN(C)CC#CC#Cc1ccccc1,"InChI=1S/C13H13N/c1-14(2)12-8-4-7-11-13-9-5-3-6-10-13/h3,5-6,9-10H,12H2,1-2H3",pKaH1,6.77,25,Extrapolated from results in CH3OH,E3bg,Uncertain,K37,,,"benzene, (5-dimethylaminopenta-1,3-diynyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp4281,c1ccc(CNc2ccccc2)cc1,"InChI=1S/C13H13N/c1-3-7-12(8-4-1)11-14-13-9-5-2-6-10-13/h1-10,14H,11H2",pKaH1,4.04,25,,O,Uncertain,F12,,,"aniline, N-benzyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin649,Cc1ccc(/N=N/c2ccc(N)cc2)cc1,"InChI=1S/C13H13N3/c1-10-2-6-12(7-3-10)15-16-13-8-4-11(14)5-9-13/h2-9H,14H2,1H3/b16-15+",pKaH1,3.04,25,"""Mixed"" constant",O5,Uncertain,B150,,,"azobenzene, 4-amino-4'-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,room_temp.,
perrin648,Cc1cccc(/N=N/c2ccc(N)cc2)c1,"InChI=1S/C13H13N3/c1-10-3-2-4-13(9-10)16-15-12-7-5-11(14)6-8-12/h2-9H,14H2,1H3/b16-15+",pKaH1,2.88,25,"""Mixed"" constant",O5,Uncertain,B150,,,"azobenzene, 4-amino-3'-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,room_temp.,
perrin_supp4279,CN(c1ccc(N)cc1)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C13H13N3O2/c1-15(11-4-2-10(14)3-5-11)12-6-8-13(9-7-12)16(17)18/h2-9H,14H2,1H3",pKaH1,4.03,25,,,,L29,,,"aniline, N-(4-amino)phenyl-N-methyl-4-nitro-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin_supp4895,COc1ccc(-c2ccc(N)cc2)cc1,"InChI=1S/C13H13NO/c1-15-13-8-4-11(5-9-13)10-2-6-12(14)7-3-10/h2-9H,14H2,1H3",pKaH1,4.25,25,,,,L29,,,"biphenyl, 4-amino-4'-methoxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin413,Oc1ccc(NCc2ccccc2)cc1,"InChI=1S/C13H13NO/c15-13-8-6-12(7-9-13)14-10-11-4-2-1-3-5-11/h1-9,14-15H,10H2",pKaH1,5.1,25,"In 0.2M buffer solutions, concentration constant",From pH-dependence of oxidn.-redn. potentials,Uncertain,F16,," For pK values of N-benzylidene-2-hydroxyaniline and other Schiff’s bases, in 50% dioxan at 25 deg. C, see L4","aniline, N-benzyl-4-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp7896,Cc1cc(C)c2ccc([N+](=O)[O-])c-2c(C)c1,"InChI=1S/C13H13NO2/c1-8-6-9(2)11-4-5-12(14(15)16)13(11)10(3)7-8/h4-7H,1-3H3",pKaH1,-2.26,25,In aq. HClO4 solutions,O6,Uncertain,L33,,,"azulene, 4,6,8-trimethyl-1-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,25+2,HClO4
perrin1130,CN(C)c1ccc(N=Nc2ccccn2)cc1,"InChI=1S/C13H14N4/c1-17(2)12-8-6-11(7-9-12)15-16-13-5-3-4-10-14-13/h3-10H,1-2H3",pKaH1,4.5,25,“Mixed” constants,O5,Uncertain,K41,,,"pyridine, 2-(4-dimethylamino)phenylazo-",['manual_no_smiles'],1,,perrin,,AH,,
perrin1131,CN(C)c1ccc(N=Nc2ccncc2)cc1,"InChI=1S/C13H14N4/c1-17(2)13-5-3-11(4-6-13)15-16-12-7-9-14-10-8-12/h3-10H,1-2H3",pKaH1,5.8,25,“Mixed” constants,O5,Uncertain,K39,,,"pyridine, 4-(4-dimethylamino)phenylazo-",['manual_no_smiles'],1,,perrin,,AH,25+3,
perrin_supp5286,c1ccc(CCNCc2ccccn2)nc1,"InChI=1S/C13H15N3/c1-3-8-15-12(5-1)7-10-14-11-13-6-2-4-9-16-13/h1-6,8-9,14H,7,10-11H2",pKaH1,8.2,25,"I=0.1(KNO3).,  concentration constants",E3bg,Approximate,R22,,,"pyridine, 2-(2-pyridylmethylaminoethyl)-","['OPSIN_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin_supp7664,N[C@@H](Cc1cn(Cc2ccccc2)cn1)C(=O)O,"InChI=1S/C13H15N3O2/c14-12(13(17)18)6-11-8-16(9-15-11)7-10-4-2-1-3-5-10/h1-5,8-9,12H,6-7,14H2,(H,17,18)/t12-/m0/s1",pKaH1,5.36,25,"C=0.01-0.001M, I=0.1(KCl)",E3bg,Approximate,W7,,,"histidine, 1-benzyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp7673,NC(=O)[C@@H](N)Cc1cn(Cc2ccccc2)cn1,"InChI=1S/C13H16N4O/c14-12(13(15)18)6-11-8-17(9-16-11)7-10-4-2-1-3-5-10/h1-5,8-9,12H,6-7,14H2,(H2,15,18)/t12-/m0/s1",pKaH1,7.63,25,"C=0.01-0.001M, I=0.1 (KCl), f_H+=0.782, concentration constants",E3bg,Approximate,S15,,,"histidine, 1-benzyl-  amide-",['manual_no_smiles'],1,,perrin_supp,,AH,,
perrin2092,c1ccc(C2CN3CCC2CC3)cc1,"InChI=1S/C13H17N/c1-2-4-11(5-3-1)13-10-14-8-6-12(13)7-9-14/h1-5,12-13H,6-10H2",pKaH1,10.23,25,No details,,Uncertain,G58,,,"quinuclidine, 3-phenyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp5694,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,"InChI=1S/C13H17N3O/c1-10-12(14(2)3)13(17)16(15(10)4)11-8-6-5-7-9-11/h5-9H,1-4H3",pKaH1,4.944,25,"C=0.01M, I=0.02 (HCl, KCl)",E3ag,Approximate,K31,Thermodynamic quantities are derived from the results,,"pyrazole, 4-dimethylamino-2,3-dihydro-1,5-dimethyl-3-oxo-2-phenyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin2717,COc1cccc2c1NC1CCCCC21,"InChI=1S/C13H17NO/c1-15-12-8-4-6-10-9-5-2-3-7-11(9)14-13(10)12/h4,6,8-9,11,14H,2-3,5,7H2,1H3",pKaH1,5.43,25,,O,Uncertain,E35,,,"carbazole, 1,2,3,4,4a,9a-hexahydro-8-methoxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
serjeant5869,N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)O,"InChI=1S/C13H18N4O3/c14-13(15)16-8-4-7-10(12(19)20)17-11(18)9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8H2,(H,17,18)(H,19,20)(H4,14,15,16)/t10-/m0/s1",pKaH1,3.4,25,I=0.3(KCl),O5,Uncertain,S54,,,"6-Azaheptanoic acid, 7-amino-2-benzoylamino-7-imino-","['OPSIN_name1', 'chemaxon_name1', 'chemaxon_nickname1']",3,α-N-benzoyl-L-arginine,serjeant,,A,,
perrin460,Cc1ccccc1NC1CCCCC1,"InChI=1S/C13H19N/c1-11-7-5-6-10-13(11)14-12-8-3-2-4-9-12/h5-7,10,12,14H,2-4,8-9H2,1H3",pKaH1,5.34,25,,,,V10,,,"aniline, N-cyclohexyl-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin459,CN(c1ccccc1)C1CCCCC1,"InChI=1S/C13H19N/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2,4-5,8-9,13H,3,6-7,10-11H2,1H3",pKaH1,6.35,25,,,,V10,,,"aniline, N-cyclohexyl-N-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4937,CNCC(O)c1ccc2c(c1)CCCC2,"InChI=1S/C13H19NO/c1-14-9-13(15)12-7-6-10-4-2-3-5-11(10)8-12/h6-8,13-15H,2-5,9H2,1H3",pKaH1,9.16,25,,E3bg,Approximate,V14,,,"Naphthalene, 5,6,7.8-tetrahydro-2-(1-hydroxy-2-methylamino)ethyl-",['manual_no_smiles'],1,,perrin_supp,,AH,,
perrin_supp7860,Cc1ccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,"InChI=1S/C13H19NO5/c1-7-2-4-8(5-3-7)14-13-12(18)11(17)10(16)9(6-15)19-13/h2-5,9-18H,6H2,1H3/t9-,10-,11+,12-,13?/m1/s1",pKaH1,0.87,25,C=10-4M; taking pK of diphenylamine as 0.89; extrapolation to zero time,O2,Uncertain,S40,,,N-p-Tolyl-p-glucosylamine,['manual_no_smiles'],1,,perrin_supp,,AH,,
perrin_supp7859,Cc1cccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,"InChI=1S/C13H19NO5/c1-7-3-2-4-8(5-7)14-13-12(18)11(17)10(16)9(6-15)19-13/h2-5,9-18H,6H2,1H3/t9-,10-,11+,12-,13?/m1/s1",pKaH1,0.33,25,C=10-4M; taking pK of diphenylamine as 0.89; extrapolation to zero time,O2,Uncertain,S40,,,N-m-Tolyl-D-glucosylamine,"['OPSIN_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin_supp4707,CCN(CC)CCNC(=O)c1ccccc1,"InChI=1S/C13H20N2O/c1-3-15(4-2)11-10-14-13(16)12-8-6-5-7-9-12/h5-9H,3-4,10-11H2,1-2H3,(H,14,16)",pKaH1,9.049,25,I=0.01,E3bg,Approximate,L38,,,"benzene, [(2-diethylamino)ethyl]carbamoyl-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin484,CCN(CC)CCOC(=O)c1ccc(N)cc1,"InChI=1S/C13H20N2O2/c1-3-15(4-2)9-10-17-13(16)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3",pKaH1,8.98,25,I not stated,E3bg,Uncertain,L54,,,"aniline, 4-(2-diethylamino)ethoxycarbonyl-","['chemaxon_name1', 'manual_only_one']",2,,perrin,,AH,,
perrin_supp4605,CC(=O)Nc1ccc(C(O)CNC(C)C)cc1,"InChI=1S/C13H20N2O2/c1-9(2)14-8-13(17)11-4-6-12(7-5-11)15-10(3)16/h4-7,9,13-14,17H,8H2,1-3H3,(H,15,16)",pKaH1,9.5,25,,E3bg,Approximate,V14,,,"benzene, 1-acetamido-4-(1-hydroxy-2-isopropylamino)ethyl-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin1610,CCOC(=O)CNc1nc(OCC)nc(C(=O)OCC)c1N,"InChI=1S/C13H20N4O5/c1-4-20-8(18)7-15-11-9(14)10(12(19)21-5-2)16-13(17-11)22-6-3/h4-7,14H2,1-3H3,(H,15,16,17)",pKaH1,4.58,25,C=0.001,E3bg,Uncertain,C36,,,"pyrimidine, 5-amino-2-ethoxy-4-ethoxycarbonyl-6-ethoxycarbonylmethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,Room,
perrin1608,CCOC(=O)CNc1nc(N(C)C)nc(C(=O)OCC)c1N,"InChI=1S/C13H21N5O4/c1-5-21-8(19)7-15-11-9(14)10(12(20)22-6-2)16-13(17-11)18(3)4/h5-7,14H2,1-4H3,(H,15,16,17)",pKaH1,6.12,25,C=0.001,E3bg,Uncertain,C26,,,"pyrimidine, 5-amino-2-dimethylamino-4-ethoxycarbonyl-6-ethoxycarbonylmethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,Room,
perrin_supp4780,Cc1ccc(C(O)CNC(C)C)cc1C,"InChI=1S/C13H21NO/c1-9(2)14-8-13(15)12-6-5-10(3)11(4)7-12/h5-7,9,13-15H,8H2,1-4H3",pKaH1,9.38,25,,E3bg,Approximate,V14,,,"benzene, 1-(1-hydroxy-2-isopropylamino)ethyl-3,4-dimethyl-",['manual_no_smiles'],1,,perrin_supp,,AH,,
perrin_supp4838,CC(O)CN(Cc1ccccc1)CC(C)O,"InChI=1S/C13H21NO2/c1-11(15)8-14(9-12(2)16)10-13-6-4-3-5-7-13/h3-7,11-12,15-16H,8-10H2,1-2H3",pKaH1,7.5,25,I=0.06,E3bg,Uncertain,P18,,,"benzylamine, N,N-bis(2-hydroxypropyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp4680,COc1ccc(C(O)NC(C)(C)C)cc1OC,"InChI=1S/C13H21NO3/c1-13(2,3)14-12(15)9-6-7-10(16-4)11(8-9)17-5/h6-8,12,14-15H,1-5H3",pKaH1,9.73,25,,E3bg,Approximate,V12,,,"benzene, 1-(2-tert-butylamino-1-hydroxy)ethyl-3,4-dimethoxy-",['manual_no_smiles'],1,,perrin_supp,,AH,,
perrin_supp4678,CCCCNC(O)c1ccc(OC)c(OC)c1,"InChI=1S/C13H21NO3/c1-4-5-8-14-13(15)10-6-7-11(16-2)12(9-10)17-3/h6-7,9,13-15H,4-5,8H2,1-3H3",pKaH1,9.56,25,,E3bg,Approximate,V12,,,"benzene, 1-(2-n-butylamino-1-hydroxy)ethyl-3,4-dimethoxy-",['manual_no_smiles'],1,,perrin_supp,,AH,,
