ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key,MLa_Prediction
12439,C10H15N,primary,CC(C)c1ccc(CN)cc1,8,base,pKAH1,9.33,chembl,YQSHYGCCYVPRDI-UHFFFAOYSA-N,9.69679515019883
12441,C6H13N,secondary,CC1CCCCN1,6,base,pKAH1,10.48,chembl,NNWUEBIEOFQMSS-UHFFFAOYSA-N,10.429044145277834
12457,C10H13N3,secondary,CCNCc1nc2ccccc2[nH]1,2,base,pKAH1,8.39,chembl,NRTRCWAOYNTJAL-UHFFFAOYSA-N,9.146941657423804
12492,C11H15N,primary,C[C@H](N)C/C=C\c1ccccc1,2,base,pKAH1,10.4,chembl,LLHJXESMOGGFAI-BSKOKIOFSA-N,9.810182345130215
12493,C10H12N4O2,secondary,O=[N+]([O-])c1ccc(N2CC3CC2CN3)cn1,13,base,pKAH1,9.62,chembl,PJZJKCSPIJZHHP-UHFFFAOYSA-N,8.004956068237057
12507,C13H18N2O,secondary,NC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,15,base,pKAH1,9.43,chembl,LJLMNWPXAYKPGV-VXGBXAGGSA-N,8.747605762629908
12523,C7H15NO5,secondary,OC[C@H]1N[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,3,base,pKAH1,7.6,chembl,CLVUFWXGNIFGNC-BNWJMWRWSA-N,7.940044400650988
12542,C11H21N2O,tertiary,CN(C)CC1=CC(C)(C)N([O])C1(C)C,1,base,pKAH1,8.74,chembl,ZVYLQRHSRRTRMP-UHFFFAOYSA-N,8.452097765815637
12555,C13H17N3O4,tertiary,COC(=O)c1cc(N2CCN(C)CC2)ccc1[N+](=O)[O-],10,base,pKAH1,7.37,chembl,GGKDLVUWXYEOLC-UHFFFAOYSA-N,7.4172368731792995
12569,C8H9NO4,primary,N[C@@H](C(=O)O)c1cc(O)cc(O)c1,0,base,pKAH1,7.88,chembl,HOOWCUZPEFNHDT-SSDOTTSWSA-N,7.569345521117189
12611,C12H16N2O4,primary,N[C@H](Cc1ccccc1)[C@H](O)C(=O)NCC(=O)O,0,base,pKAH1,8.35,chembl,GAFNVJIFDNKAIU-KOLCDFICSA-N,7.979619829448579
12613,C9H11N3,secondary,c1ncc2c(n1)CC1CCC2N1,11,base,pKAH1,9.17,chembl,OTYQMHKAYHPBDY-UHFFFAOYSA-N,8.67982867394984
12621,C13H19N3O2,tertiary,CN1CCC=C(C2=NOC(N3CCCC3=O)C2)C1,1,base,pKAH1,8.36,chembl,IIHVKHDHKXEXOF-UHFFFAOYSA-N,7.926816508714305
12622,C11H16N4O4,secondary,O=c1[nH]cnc2c(CN[C@@H](CO)[C@@H](O)CO)c[nH]c12,8,base,pKAH1,7.53,chembl,CGYSFECPLYEOMH-YUMQZZPRSA-N,8.028678166646314
12634,C9H18N2O,primary,CC(C)[C@H](N)C(=O)N1CCCC1,4,base,pKAH1,8.51,chembl,IHBAVXVTGLANPI-QMMMGPOBSA-N,8.757774041064424
12641,C9H11NO3,primary,NCC1OCc2c1ccc(O)c2O,0,base,pKAH1,8.62,chembl,WKBXDYPKIPBECR-UHFFFAOYSA-N,9.457007215204095
12643,C12H14N2O6,secondary,O=C(O)C[C@H](NCc1cccc(C(=O)O)c1)C(=O)NO,5,base,pKAH1,7.49,chembl,JNQIAZIHAYTONP-VIFPVBQESA-N,6.485069005998713
12646,C12H19N,tertiary,CN(C)CCCCc1ccccc1,1,base,pKAH1,9.79,chembl,VTFLIYPNOKEFRW-UHFFFAOYSA-N,9.20132592598256
12651,C9H18N2O,primary,CC(N)C(=O)NC1CCCCC1,2,base,pKAH1,8.39,chembl,MPBMXQCKDZECDT-UHFFFAOYSA-N,9.167957677863503
12654,C13H16N6,primary,N[C@H]1CC[C@H](n2nnc3cnc4[nH]ccc4c32)CC1,0,base,pKAH1,10.44,chembl,BOSVNYKKFYBKJG-KYZUINATSA-N,8.252284940007842
12662,C11H19N5,secondary,CNC1CN(c2cc(C(C)C)nc(N)n2)C1,1,base,pKAH1,8.82,chembl,KKCINUZBUGOVQM-UHFFFAOYSA-N,8.624821476381669
12666,C12H14N2O3,secondary,O=C(O)CNC(=O)[C@@H]1Cc2ccccc2CN1,16,base,pKAH1,7.58,chembl,NZWOEKJFEMNONQ-JTQLQIEISA-N,7.993686685835517
12679,C11H17N3O3,tertiary,Cc1cc(NC(=O)CCN2CCOCC2)no1,9,base,pKAH1,6.77,chembl,WECLUXXIQYWEKI-UHFFFAOYSA-N,7.839758895925532
12681,C11H16N2,tertiary,CN1CCCCC1c1cccnc1,1,base,pKAH1,8.44,chembl,WHAIHNKQZOMXJJ-UHFFFAOYSA-N,8.967925920034894
12691,C10H15N,primary,CC(C)(CN)c1ccccc1,4,base,pKAH1,9.49,chembl,CWSGTPMVOJFVIF-UHFFFAOYSA-N,9.314913983323072
12699,C10H17NO,tertiary,CO[C@H]1CC=C2CCN(C)[C@H]2C1,8,base,pKAH1,9.22,chembl,AXZSAKUZOYELBQ-UWVGGRQHSA-N,9.061835383877433
12712,C12H15N3,secondary,c1cnc2[nH]c(C[C@@H]3CCCN3)cc2c1,11,base,pKAH1,10.97,chembl,MVQHAOQHZJARGP-JTQLQIEISA-N,9.213765624810735
12713,C11H19NO,tertiary,CCCCC(=O)C1=CCCN(C)C1,10,base,pKAH1,8.01,chembl,DRRLNTHNTQCASL-UHFFFAOYSA-N,8.570293904966086
12718,C13H21NO3,primary,CCCOc1cc(CCN)cc(OC)c1OC,9,base,pKAH1,9.77,chembl,LRMHEQAATQTVRI-UHFFFAOYSA-N,9.919850831916662
12723,C8H15NO2,tertiary,CN1CCC2(CC1)COCO2,1,base,pKAH1,10.11,chembl,NHXXSQMEPHWWOS-UHFFFAOYSA-N,8.478983541786551
12735,C12H15N,secondary,Cc1ccc2c(c1)C1CNCC2C1,9,base,pKAH1,9.97,chembl,LPKHNHHBGJUJHL-UHFFFAOYSA-N,9.88878224469493
12738,C13H23N3O2,tertiary,O=C(CN1CCCC1=O)NCCN1CCCCC1,12,base,pKAH1,8.38,chembl,GRDJFVPQVVQDTN-UHFFFAOYSA-N,8.146125090383338
12742,C7H18N2,primary,NCCCCCCCN,0,base,pKAH1,10.51,chembl,PWSKHLMYTZNYKO-UHFFFAOYSA-N,10.612877148636418
12747,C6H11N3O,primary,N[C@H](CO)Cc1c[nH]cn1,0,base,pKAH1,9.22,chembl,ZQISRDCJNBUVMM-YFKPBYRVSA-N,9.532729922693125
12750,C13H17NO,secondary,Oc1cccc2c1CC[C@H]1NCCC[C@H]21,10,base,pKAH1,10.63,chembl,RWDHALOKAOEZPC-ZYHUDNBSSA-N,10.057695105901157
12760,C12H16N2O,secondary,CNCCc1c[nH]c2ccc(OC)cc12,1,base,pKAH1,10.33,chembl,NFDDCRIHMZGWBP-UHFFFAOYSA-N,9.687021030894073
12769,C10H13N3O,secondary,c1coc(CNCCc2c[nH]cn2)c1,5,base,pKAH1,8.46,chembl,JGUMYETWJDLUNU-UHFFFAOYSA-N,9.165306382159834
12775,C11H15N3,secondary,c1cncc(N2C[C@H]3CCNC[C@H]32)c1,10,base,pKAH1,9.47,chembl,NHOKDBHEVHBXTJ-MWLCHTKSSA-N,8.88362777441168
12776,C8H19N,primary,CCCCCCCCN,8,base,pKAH1,10.21,chembl,IOQPZZOEVPZRBK-UHFFFAOYSA-N,10.53629194123015
12801,C12H18N4O4,secondary,O=c1[nH]cnc2c(CNC[C@H](CO)[C@H](O)CO)c[nH]c12,8,base,pKAH1,8.01,chembl,MXMZHPBJYLDKFX-RKDXNWHRSA-N,8.02678826524919
12804,C9H11N3O3,primary,C[C@@H](N)C(=O)Nc1ccc([N+](=O)[O-])cc1,2,base,pKAH1,8.23,chembl,PXFUDSMGEYRNNC-ZCFIWIBFSA-N,6.8610796189992795
12820,C4H9N,secondary,C1CCNC1,3,base,pKAH1,11.4,chembl,RWRDLPDLKQPQOW-UHFFFAOYSA-N,10.171967702596545
12823,C9H17NO2,tertiary,C[C@H]1OCC2(CCN(C)CC2)O1,7,base,pKAH1,9.95,chembl,VHBBMEXIWWKUNY-QMMMGPOBSA-N,8.314963446660537
12832,C7H9N3O2,secondary,O=C(O)C1Cc2[nH]cnc2CN1,11,base,pKAH1,7.8,chembl,YCFJXOFFQLPCHD-UHFFFAOYSA-N,8.463571632299908
12833,C6H8N2O4,primary,NC(Cc1cc(O)no1)C(=O)O,0,base,pKAH1,7.65,chembl,PEHXWVXZPICGAV-UHFFFAOYSA-N,7.652556067488074
12838,C9H19NO,primary,N[C@H](CO)CC1CCCCC1,0,base,pKAH1,9.83,chembl,QWDRYURVUDZKSG-VIFPVBQESA-N,9.600599250343663
12842,C11H20N2O2,primary,CC(C)(C)OC(=O)N1CC(C2(N)CC2)C1,11,base,pKAH1,9.85,chembl,QOVIOMOTHJUKFA-UHFFFAOYSA-N,8.716706073484731
12864,C13H19NO,secondary,CCN[C@@H]1CCc2c(O)cccc2[C@@H]1C,2,base,pKAH1,10.79,chembl,QYSRVBJBCIBCQP-JOYOIKCWSA-N,9.10195038254884
12893,C7H15NO4,secondary,OCC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,4,base,pKAH1,9.14,chembl,AGFACLQFIYFFOI-DBRKOABJSA-N,8.330228376387138
12901,C13H19N3O2,secondary,CCNC(NC(C)=O)C(=O)NCc1ccccc1,2,base,pKAH1,7.26,chembl,DOECPIYLTPSZTA-UHFFFAOYSA-N,8.010766624617164
12906,C9H15NO,tertiary,CCC(=O)C1=CCCN(C)C1,8,base,pKAH1,8.16,chembl,RHYPCHMNNLGAHN-UHFFFAOYSA-N,8.54568423153231
12924,C9H11NO2,primary,NC1Cc2cc(O)cc(O)c2C1,0,base,pKAH1,9.18,chembl,VGANRAPUHLPJKD-UHFFFAOYSA-N,9.600093194904485
12940,C6H13NO3,secondary,OC[C@@H]1C[C@H](O)[C@H](O)CN1,9,base,pKAH1,8.63,chembl,SRFZPWAZZISKCU-HCWXCVPCSA-N,8.51060493664583
12946,C9H13N3O2,tertiary,CN(C)CCOC(=O)c1cnccn1,1,base,pKAH1,8.42,chembl,IFZIGCDSWUQJSC-UHFFFAOYSA-N,8.189272400960066
12961,C12H16N2,tertiary,CN1CCC2CCc3ccncc3C21,1,base,pKAH1,8.9,chembl,ZZGFWRKTYORFQP-UHFFFAOYSA-N,8.950288108278166
12979,C13H26N2O6,primary,NCCCCCCC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0,base,pKAH1,10.19,chembl,CIRZPBJQRGALMW-RFSPMECJSA-N,10.089469405905009
12982,C12H18N2O3,tertiary,O=C(CCN(CCO)CCO)c1ccncc1,4,base,pKAH1,7.79,chembl,FQVASFUIUJNSIP-UHFFFAOYSA-N,7.6219784706013805
12984,C8H15N3O2,primary,CC[C@@H](C(N)=O)N1CC(N)CC1=O,9,base,pKAH1,8.93,chembl,VCFMURNJKHLJBI-GDVGLLTNSA-N,9.0102684585042
12987,C5H11NO3,secondary,O[C@H]1[C@H](O)CNC[C@@H]1O,5,base,pKAH1,8.53,chembl,RMCNETIHECSPMZ-SCDXWVJYSA-N,8.660621741007702
12989,C10H24N2O2,secondary,CC[C@H](CO)NCCN[C@@H](CC)CO,8,base,pKAH1,9.55,chembl,AEUTYOVWOVBAKS-AOOOYVTPSA-N,8.761807097851928
12997,C11H14N2,tertiary,c1cncc(C2C3CCN2CC3)c1,9,base,pKAH1,8.34,chembl,PHXZTDLBLWHZEJ-UHFFFAOYSA-N,8.792207633765047
13010,C12H17NO3,secondary,COc1ccc(C[C@@H]2NC[C@H](O)[C@H]2O)cc1,8,base,pKAH1,9.7,chembl,UMWAPBCLJQSOJX-SRVKXCTJSA-N,8.173727982625234
13011,C9H13NO,secondary,CNCCOc1ccccc1,1,base,pKAH1,9.52,chembl,GUMBNOITRNRLCS-UHFFFAOYSA-N,9.075026426610165
13047,C12H20N2O,tertiary,CC(=O)N(C)C(C)C#CCN1CCCC1,10,base,pKAH1,8.14,chembl,VHYUYQHTMPWAPK-UHFFFAOYSA-N,8.466489577123278
13061,C12H16N2O3,primary,CN(CC(=O)O)C(=O)[C@@H](N)Cc1ccccc1,9,base,pKAH1,8.0,chembl,GXPXVNNQIQAOBT-JTQLQIEISA-N,7.933850940261795
13064,C9H14N2,primary,CC(N)Cc1ccc(N)cc1,2,base,pKAH1,10.09,chembl,UXAZIFYAGDKABZ-UHFFFAOYSA-N,9.848092449275496
13068,C13H13N3O3,secondary,C=C1C2=C(C(=O)C(C)=C(N)C2=O)N2C[C@@H]3N[C@@H]3[C@]12O,15,base,pKAH1,5.54,chembl,JROBRWRXSMPGKG-SQPCXJJOSA-N,7.729203310832942
13086,C10H21NO3,tertiary,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1C,4,base,pKAH1,8.94,chembl,UKUWGTLFBZOCEY-UTINFBMNSA-N,8.36051060038589
13088,C13H14N2O,secondary,c1ccc(-c2noc3c2CCNCC3)cc1,11,base,pKAH1,9.5,chembl,UGGSIBJSTHGULJ-UHFFFAOYSA-N,8.400195689429795
13094,C11H15NO2,secondary,CN[C@H](C)Cc1ccc2c(c1)OCO2,1,base,pKAH1,10.14,chembl,SHXWCVYOXRDMCX-MRVPVSSYSA-N,9.686718264741355
13099,C6H13NO4,secondary,OC[C@@H]1NC[C@@H](O)[C@H](O)[C@H]1O,3,base,pKAH1,8.06,chembl,LXBIFEVIBLOUGU-FSIIMWSLSA-N,8.28375861354927
13109,C10H21NO3,tertiary,CCCCN1CC[C@H](O)[C@@H](O)[C@@H]1CO,4,base,pKAH1,8.96,chembl,IODUPADKAVXSTI-GUBZILKMSA-N,8.5526395654435
13122,C12H14N4,secondary,Cc1ncc(N2C[C@@H]3CNC[C@@H]32)cc1C#N,9,base,pKAH1,10.38,chembl,GFWJLYRXGZZZLE-JQWIXIFHSA-N,9.162392146554334
13133,C12H17NO,secondary,OCc1ccccc1C1CCCNC1,12,base,pKAH1,10.02,chembl,WOYZOOQUMXHPKA-UHFFFAOYSA-N,9.65389407091052
13140,C13H16N2,tertiary,CN1CCCc2[nH]c3ccccc3c2C1,1,base,pKAH1,8.03,chembl,WGVSPPPAPBTTFU-UHFFFAOYSA-N,9.002544562819823
13145,C13H17N3O,primary,CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccccc1,3,base,pKAH1,8.45,chembl,FJZRVMNSJOVOGR-RYUDHWBXSA-N,7.911619019245697
13149,C13H19N3,secondary,c1ncc(N2CCCNCC2)cc1C1CC1,8,base,pKAH1,9.64,chembl,FKQKJHZJNYTNGT-UHFFFAOYSA-N,9.317596748784444
13153,C12H14N2,tertiary,CN1CCc2c([nH]c3ccccc23)C1,1,base,pKAH1,6.63,chembl,JOFKCNJIUXPJAC-UHFFFAOYSA-N,8.88596651308498
13159,C7H14N2,primary,N[C@H]1CN2CCC1CC2,0,base,pKAH1,10.07,chembl,REUAXQZIRFXQML-ZETCQYMHSA-N,10.202678484943995
13174,C13H16N4O,secondary,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,17,base,pKAH1,9.32,chembl,JNAHVYVRKWKWKQ-UHFFFAOYSA-N,8.64923368327277
13189,C12H21N7O2,primary,N/C(=N\CCC[C@H](N)CNc1cccc(N)c1)N[N+](=O)[O-],7,base,pKAH1,9.55,chembl,COKZTIVDBVHOCZ-JTQLQIEISA-N,8.225629083172581
13197,C13H21NO2,secondary,Cc1cccc(OC[C@H](O)CNC(C)C)c1,11,base,pKAH1,9.67,chembl,NXQMNKUGGYNLBY-GFCCVEGCSA-N,8.753731650313613
13201,C10H14N2O,tertiary,CN1CC[C@@H](Oc2cccnc2)C1,1,base,pKAH1,8.34,chembl,IQCQHGQPQPBWLI-SNVBAGLBSA-N,8.46014595723361
13216,C6H13NO5,primary,N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0,base,pKAH1,7.39,chembl,WCWOEQFAYSXBRK-RWOPYEJCSA-N,7.930825241157876
13218,C9H21NO,primary,CCCCCCCC(O)CN,10,base,pKAH1,9.59,chembl,YOANQJMZPGJXJC-UHFFFAOYSA-N,9.499629168823969
13235,C11H13N3,secondary,CNCc1nc(-c2ccccc2)c[nH]1,1,base,pKAH1,8.22,chembl,LMAVLCDHNFUPNX-UHFFFAOYSA-N,8.708265345894064
13245,C13H19N3O2,tertiary,CN(C)CCC1CN(C)C(=O)c2cccnc2O1,1,base,pKAH1,8.93,chembl,OHGAIBSIEJHPIF-UHFFFAOYSA-N,7.932274902318898
13259,C11H11N3,primary,NCc1ccc(-c2ncccn2)cc1,0,base,pKAH1,9.17,chembl,NCQYEJBFHRMHKN-UHFFFAOYSA-N,9.05908660830511
13263,C10H20N2O,primary,CC[C@@H](C)[C@H](N)C(=O)N1CCCC1,5,base,pKAH1,8.5,chembl,IMCMJLZQYAUSFW-BDAKNGLRSA-N,8.800763058668425
13284,C11H13N3O2,primary,NC(=O)[C@@H](N)CC1C(=O)Nc2ccccc21,4,base,pKAH1,8.06,chembl,KQVOPWFRDIOOKG-MQWKRIRWSA-N,7.962233173059213
13290,C13H16N2,primary,NCCc1cn2c3c(cccc13)CCC2,0,base,pKAH1,9.74,chembl,SZZOKSZDRAYQNN-UHFFFAOYSA-N,9.90714523382251
13293,C12H15N3,secondary,C1=C(c2cncnc2)C2CCC(CC1)N2,14,base,pKAH1,10.11,chembl,PAOZWTXNJKJBTG-UHFFFAOYSA-N,9.74126219361572
13304,C10H10N2O2,primary,NCCN1C(=O)c2ccccc2C1=O,0,base,pKAH1,9.14,chembl,FISUQCYYLJGIIU-UHFFFAOYSA-N,7.469056330940747
13346,C13H25NO,secondary,CC1=CC[C@H](C(C)CCNCCO)CC1,9,base,pKAH1,10.01,chembl,JFZHEYOIQJFIFK-ABLWVSNPSA-N,9.325985451349213
13364,C13H17N3O3,tertiary,O=c1oc2ncccc2n1CCCN1CCOCC1,13,base,pKAH1,6.53,chembl,BXAZGHKDWKIAJP-UHFFFAOYSA-N,7.574057495811137
13383,C4H10N4O2,primary,NCC(=O)NCC(=O)NN,0,base,pKAH1,7.84,chembl,FRBALKFBVUOTCF-UHFFFAOYSA-N,8.045567457466696
13391,C5H13N,primary,CCC(N)CC,3,base,pKAH1,10.47,chembl,PQPFFKCJENSZKL-UHFFFAOYSA-N,10.290561591783572
13394,C11H20N2O,tertiary,CC(=O)N[C@@H]1CCCN2CCCC[C@H]12,8,base,pKAH1,8.82,chembl,ZFOJLLQHJIXKHO-GHMZBOCLSA-N,9.048801659255078
13399,C8H10N2O4,primary,NCC(=O)NCc1cc(=O)c(O)co1,0,base,pKAH1,7.93,chembl,OVNRAMDOLJVLRJ-UHFFFAOYSA-N,7.956478576986343
13422,C12H18N4O3,primary,NCCCC[C@H](N)C(=O)Nc1ccc([N+](=O)[O-])cc1,0,base,pKAH1,10.21,chembl,VUUNELJIFNFWJC-NSHDSACASA-N,7.994518718845407
13440,C10H11NO2,primary,NC1Cc2cc3c(cc2C1)OCO3,0,base,pKAH1,9.96,chembl,FQDRMHHCWZAXJM-UHFFFAOYSA-N,9.644481974807055
13465,C13H21NO3,tertiary,Cc1ccc(C(=O)CCN(CCO)C(C)C)o1,9,base,pKAH1,8.45,chembl,MEEJFPAZROKAEG-UHFFFAOYSA-N,8.03437938375297
13470,C13H19N5,secondary,CCN[C@@H]1CCN(c2ncnc3[nH]cc(C)c23)C1,2,base,pKAH1,9.66,chembl,IAXCHEZVLGNNCH-SNVBAGLBSA-N,8.9039380634315
13476,C13H13N3,primary,N#Cc1ccc2[nH]c3c(c2c1)CCCC3N,15,base,pKAH1,9.08,chembl,LMLIDQATOYKYPN-UHFFFAOYSA-N,8.321308971416997
13501,C12H18N2,tertiary,CCc1cncc(C2CCCN2C)c1,11,base,pKAH1,8.44,chembl,OENQOTXBICIGII-UHFFFAOYSA-N,8.84701301328168
13502,C12H19NO3,secondary,COCCNCC(O)COc1ccccc1,4,base,pKAH1,8.94,chembl,VDNNHBMWPQQUCI-UHFFFAOYSA-N,8.243428010142233
13519,C8H9NO,primary,NCC(=O)c1ccccc1,0,base,pKAH1,7.3,chembl,HEQOJEGTZCTHCF-UHFFFAOYSA-N,8.604601755828956
13521,C13H17N3O,secondary,O=C1NCN(c2ccccc2)C12CCNCC2,14,base,pKAH1,9.76,chembl,HTQWGIHCFPWKAS-UHFFFAOYSA-N,8.24224830010285
13534,C12H15NO3,primary,CC(C)[C@H](N)C(=O)OC(=O)c1ccccc1,4,base,pKAH1,7.46,chembl,SSOHKIPREPFSNY-JTQLQIEISA-N,7.850895319097789
13554,C11H16N2,secondary,c1ccc(NC[C@@H]2CCCN2)cc1,10,base,pKAH1,10.63,chembl,MCHWKJRTMPIHRA-NSHDSACASA-N,9.494382808163628
13587,C9H13N3O,secondary,Cn1nc2c(cc1=O)CCNCC2,10,base,pKAH1,9.9,chembl,QVQKTCYTABLGTN-UHFFFAOYSA-N,8.691476088038664
13594,C12H16N2O,tertiary,CN1CCN(C(=O)c2ccccc2)CC1,1,base,pKAH1,6.87,chembl,QRYWRVHZEBEZDQ-UHFFFAOYSA-N,8.186742203814935
13605,C12H16N2O,primary,COc1ccc2[nH]cc(C[C@H](C)N)c2c1,12,base,pKAH1,9.98,chembl,OGNJZVNNKBZFRM-QMMMGPOBSA-N,9.817229144502367
13610,C6H13NO4,secondary,OC[C@@H]1NC[C@@H](O)[C@@H](O)[C@H]1O,3,base,pKAH1,8.06,chembl,LXBIFEVIBLOUGU-BGPJRJDNSA-N,7.947970279270191
13611,C7H12N2O,secondary,CC(=O)N1CC2CC(C1)N2,9,base,pKAH1,9.13,chembl,NQSGGIDOQYCFCP-UHFFFAOYSA-N,9.052012421240393
13618,C10H16N2O,tertiary,CN(C)CC#CCN1CCCC1=O,1,base,pKAH1,7.98,chembl,VFCXPAQOWQSKLL-UHFFFAOYSA-N,8.159049556595615
13619,C10H20N2,secondary,C1CCC(N2CCNCC2)CC1,4,base,pKAH1,9.78,chembl,XPDSXKIDJNKIQY-UHFFFAOYSA-N,10.470968710317171
13652,C10H13N7O4,secondary,COC(=O)c1ncn(CNCn2cnc(C(=O)OC)n2)n1,13,base,pKAH1,3.11,chembl,UXXVOYXYFKBCKS-UHFFFAOYSA-N,7.830716960441439
13656,C11H23NO4,tertiary,CCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,5,base,pKAH1,8.47,chembl,HCZQIIVHWYFIPW-LMLFDSFASA-N,8.519633518275839
13666,C7H16N2O,primary,NCCCNCCCC=O,4,base,pKAH1,10.25,chembl,JNZUMEMWAPJNLC-UHFFFAOYSA-N,9.952071596372033
13680,C7H9NO,primary,C=C(CN)c1ccco1,3,base,pKAH1,8.91,chembl,DAKOVWLRNPFXDL-UHFFFAOYSA-N,8.988032740941664
13686,C10H14N2O,secondary,Cc1ncccc1OC[C@@H]1CCN1,12,base,pKAH1,9.8,chembl,JJOYHYAHTVBNEQ-VIFPVBQESA-N,9.330670085005917
13688,C9H16N2O,tertiary,CON=C1CC2CCC(C1)N2C,10,base,pKAH1,9.04,chembl,RLKNBBVRNYWBCS-UHFFFAOYSA-N,8.577737328475074
13689,C12H19NO2,primary,COc1cc(C[C@H](C)N)c(OC)cc1C,8,base,pKAH1,9.94,chembl,NTJQREUGJKIARY-VIFPVBQESA-N,9.909648118523647
13697,C11H18N2O,secondary,C[C@H]1C[C@@H]1C(=O)N1CC2CNCC2C1,10,base,pKAH1,11.17,chembl,HFIMLFRJUJSWHZ-NFTFJBJSSA-N,9.67551278003583
13706,C13H27N11,primary,NNc1nc(N2C[C@H](N)C[C@H](N)C2)nc(N2C[C@H](N)C[C@H](N)C2)n1,21,base,pKAH1,10.25,chembl,FPSUDZDIIPUWEV-YNFQOJQRSA-N,9.844282459465795
13711,C10H16N2,secondary,CCCCNCc1cccnc1,4,base,pKAH1,9.2,chembl,VWXAXLILGBPMJP-UHFFFAOYSA-N,8.837753887728757
13738,C13H16N2O6,secondary,O=C(O)CC[C@@H](NCc1cccc(C(=O)O)c1)C(=O)NO,6,base,pKAH1,7.68,chembl,FDXZGWQSSQEQFD-SNVBAGLBSA-N,6.563112772298809
13743,C12H18N2O2,secondary,CC1NC(C)(C)COC1(O)c1cccnc1,2,base,pKAH1,7.5,chembl,FAQPJNPOZWJWED-UHFFFAOYSA-N,8.521892805837481
13747,C12H10N4O,secondary,O=C1NN=C2CNCc3[nH]c4cccc1c4c32,6,base,pKAH1,6.93,chembl,UDDKBUNBKDWDBU-UHFFFAOYSA-N,7.950446376314589
13757,C9H9N,primary,NCC#Cc1ccccc1,0,base,pKAH1,8.55,chembl,DEHHYUARFKIUDI-UHFFFAOYSA-N,8.567306737796969
13760,C9H20N4,secondary,CCCNCCCNC1=NCCN1,3,base,pKAH1,11.58,chembl,AXEFGEZLWJQUMT-UHFFFAOYSA-N,10.4475661433608
13764,C11H17N,secondary,C=C1CC23CCCC2(CNC3)C1,9,base,pKAH1,11.24,chembl,GGEMOKIUKBLHJR-UHFFFAOYSA-N,9.83359995299586
13786,C13H24N6,secondary,CN[C@@H]1CCN(c2cc(NCC(C)C)nc(N)n2)C1,1,base,pKAH1,9.59,chembl,WCCSMIHUOXEBSQ-SNVBAGLBSA-N,8.886221846511091
13849,C11H15NO3,primary,COc1ccc2c(c1CC(C)N)OCO2,11,base,pKAH1,9.83,chembl,CMLBFORYSUACKE-UHFFFAOYSA-N,9.73882113918989
13855,C13H20N4O2,secondary,N#C[C@@H]1CCCN1C(=O)CNC(=O)C1CCNCC1,16,base,pKAH1,10.16,chembl,AAKIUXAGDURVCO-NSHDSACASA-N,9.664842317675701
13861,C13H31N5O,primary,C[C@H](N)C(=O)NCCCNCCCCNCCCN,18,base,pKAH1,10.79,chembl,LRLUDTRUAPOFGI-LBPRGKRZSA-N,10.181251284571843
13871,C10H17NO2,tertiary,CC1OC2(CCN(C)CC2)CC1=O,6,base,pKAH1,8.15,chembl,OODDNJQTVFMGCF-UHFFFAOYSA-N,7.924439730571735
13874,C11H13N5O2,primary,NCC(=O)NCC(=O)Nc1nc2ccccc2[nH]1,0,base,pKAH1,7.78,chembl,FAEAIFQAXYRKAI-UHFFFAOYSA-N,7.989019190318325
13875,C13H27NO3,tertiary,CCCCCCCCN1C[C@@H](O)[C@H](O)[C@@H](O)C1,8,base,pKAH1,8.51,chembl,PCHZTBUOIUSSAT-ITGUQSILSA-N,8.515355081227211
13890,C10H20N2O3,primary,CCC[C@H](NC(=O)[C@@H](N)CCC)C(=O)O,8,base,pKAH1,8.44,chembl,GXIUBDXQTKVCGU-YUMQZZPRSA-N,8.327220299479084
13905,C13H20N2O2,secondary,CCN(C)C(=O)Oc1cccc(CCNC)c1,14,base,pKAH1,10.03,chembl,KIJIBWBXZSOASH-UHFFFAOYSA-N,9.237875029215543
13915,C13H16N2O,tertiary,C#Cc1cncc(OC[C@@H]2CCCN2C)c1,13,base,pKAH1,8.66,chembl,ZDTSCWZPUHXKPB-LBPRGKRZSA-N,8.667104336221547
13917,C12H14N4,secondary,C[C@@H]1CNC[C@H]2Cc3ccc(C#N)nc3N21,3,base,pKAH1,9.04,chembl,ODIYOIFSMXHLCU-LDYMZIIASA-N,8.123290755683051
13930,C9H14N4O4,primary,N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,0,base,pKAH1,7.87,chembl,YZMPDHTZJJCGEI-BQBZGAKWSA-N,8.018771180534888
13932,C9H12N2O4,primary,CC(N)C(=O)NCc1cc(=O)c(O)co1,2,base,pKAH1,8.17,chembl,LEKFLLODQWVXHT-UHFFFAOYSA-N,8.135580528011108
